,Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Number of Open Accounts,Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
372,Fully Paid,134596.0,Short Term,723.0,1356201.0,1,Home Mortgage,Debt Consolidation,18308.78,21.5,19.0,0,286596.0,707586.0,0,0
373,Fully Paid,311850.0,Long Term,723.0,694564.0,10,Own Home,Debt Consolidation,12270.77,18.8,6.0,0,167238.0,338536.0,0,0
374,Fully Paid,429000.0,Short Term,746.0,926250.0,10,Home Mortgage,Debt Consolidation,27015.53,28.5,8.0,0,473708.0,746240.0,0,0
375,Fully Paid,375650.0,Short Term,724.0,768398.0,10,Rent,Debt Consolidation,12857.68,19.0,10.0,0,254391.0,435072.0,0,0
376,Fully Paid,762696.0,Long Term,656.0,6906766.0,3,Home Mortgage,Debt Consolidation,86334.48,31.2,13.0,0,1376474.0,1728650.0,0,0
377,Fully Paid,267872.0,Long Term,726.0,1172718.0,10,Own Home,Debt Consolidation,19439.85,20.5,10.0,0,673512.0,1687994.0,0,0
378,Charged Off,781022.0,Long Term,653.0,2004253.0,10,Home Mortgage,Debt Consolidation,35993.22,26.4,17.0,0,622554.0,1115862.0,0,0
379,Fully Paid,216832.0,Long Term,726.0,1172718.0,2,Rent,Debt Consolidation,25920.56,14.0,8.0,1,97052.0,197164.0,1,0
380,Charged Off,131934.0,Short Term,717.0,531734.0,1,Rent,Debt Consolidation,16395.1,8.4,9.0,0,120612.0,160512.0,0,0
381,Fully Paid,556996.0,Short Term,733.0,4521715.0,1,Rent,Buy House,44086.65,27.0,18.0,0,106001.0,1157904.0,0,0
382,Fully Paid,158026.0,Short Term,716.0,1091854.0,10,Home Mortgage,Home Improvements,11009.55,14.3,7.0,0,87438.0,188540.0,0,0
383,Fully Paid,773388.0,Short Term,726.0,1172718.0,10,Home Mortgage,Debt Consolidation,32008.73,29.2,8.0,0,1515592.0,2321308.0,0,0
384,Fully Paid,130746.0,Short Term,734.0,1018590.0,10,Rent,Debt Consolidation,16891.57,22.8,7.0,1,41230.0,191686.0,1,0
385,Fully Paid,208670.0,Short Term,703.0,566124.0,4,Home Mortgage,Debt Consolidation,3811.97,11.7,7.0,0,171779.0,264506.0,0,0
386,Fully Paid,298166.0,Short Term,717.0,2247396.0,10,Home Mortgage,Debt Consolidation,35583.77,19.5,22.0,1,50825.0,159060.0,1,0
387,Fully Paid,267784.0,Long Term,689.0,1638104.0,1,Own Home,Debt Consolidation,48050.62,12.2,10.0,0,60325.0,403722.0,0,0
388,Fully Paid,430012.0,Short Term,723.0,1392662.0,10,Home Mortgage,Debt Consolidation,21470.0,16.0,21.0,1,597360.0,2034340.0,0,0
389,Charged Off,44022.0,Short Term,666.0,910727.0,0,Home Mortgage,Other,19808.26,22.5,8.0,0,419748.0,514866.0,0,0
390,Charged Off,140888.0,Short Term,693.0,1166296.0,10,Rent,major_purchase,7396.32,16.4,6.0,0,1254.0,145244.0,0,0
391,Fully Paid,260216.0,Long Term,664.0,1685547.0,10,Home Mortgage,Home Improvements,17698.31,14.8,12.0,1,71041.0,301290.0,1,0
392,Fully Paid,151602.0,Short Term,739.0,1084805.0,3,Rent,Debt Consolidation,7204.99,10.7,6.0,0,69331.0,395472.0,0,0
393,Fully Paid,311608.0,Short Term,726.0,1172718.0,4,Rent,Debt Consolidation,19115.14,15.9,8.0,0,120460.0,255464.0,0,0
394,Charged Off,220770.0,Short Term,705.0,571995.0,9,Rent,Debt Consolidation,10915.5,21.3,6.0,0,93043.0,139018.0,0,0
395,Fully Paid,176220.0,Short Term,717.0,1027235.0,10,Own Home,Debt Consolidation,9330.71,25.5,7.0,1,99294.0,283888.0,1,0
396,Fully Paid,130988.0,Short Term,726.0,1172718.0,5,Rent,Debt Consolidation,15955.25,14.5,11.0,0,231610.0,360448.0,0,0
397,Fully Paid,324346.0,Short Term,742.0,954370.0,4,Rent,Debt Consolidation,17019.63,10.0,17.0,0,121448.0,404096.0,0,0
398,Fully Paid,259138.0,Short Term,751.0,2517804.0,10,Home Mortgage,Debt Consolidation,14687.19,18.8,11.0,0,138491.0,1252878.0,0,0
399,Charged Off,32450.0,Short Term,711.0,653904.0,3,Rent,Home Improvements,11770.12,8.2,11.0,0,129656.0,231308.0,0,0
400,Fully Paid,455906.0,Long Term,727.0,3562348.0,5,Home Mortgage,Other,49576.13,19.4,14.0,1,974415.0,1399838.0,0,1
401,Charged Off,388168.0,Short Term,744.0,2234856.0,10,Home Mortgage,Debt Consolidation,40041.17,21.0,9.0,0,681587.0,896852.0,0,0
402,Charged Off,261492.0,Short Term,732.0,463258.0,5,Rent,Other,8724.61,9.9,9.0,0,134862.0,281358.0,0,0
403,Fully Paid,171776.0,Short Term,747.0,1168272.0,1,Rent,Debt Consolidation,11293.22,11.4,4.0,0,82270.0,118030.0,0,0
404,Fully Paid,648516.0,Short Term,730.0,1400205.0,6,Home Mortgage,Debt Consolidation,21353.15,19.0,8.0,0,265905.0,332156.0,0,0
405,Fully Paid,214962.0,Short Term,745.0,540607.0,10,Home Mortgage,Debt Consolidation,7703.74,19.4,7.0,0,114247.0,399652.0,0,0
406,Fully Paid,448932.0,Short Term,738.0,1473317.0,8,Own Home,Debt Consolidation,17557.14,14.7,10.0,0,160569.0,321112.0,0,0
407,Fully Paid,764918.0,Long Term,726.0,1172718.0,4,Home Mortgage,Debt Consolidation,17232.43,16.5,7.0,0,333735.0,1146706.0,0,0
408,Fully Paid,447524.0,Short Term,741.0,2705486.0,10,Rent,Debt Consolidation,29985.8,29.0,9.0,0,485697.0,962984.0,0,0
409,Charged Off,484968.0,Long Term,733.0,1523040.0,8,Rent,Debt Consolidation,30587.72,16.8,13.0,0,491359.0,1338656.0,0,0
410,Charged Off,129756.0,Short Term,745.0,1270036.0,1,Home Mortgage,Home Improvements,25675.84,26.5,9.0,0,684893.0,858242.0,0,0
411,Charged Off,221320.0,Short Term,740.0,860130.0,10,Home Mortgage,Debt Consolidation,5390.11,14.0,11.0,1,117952.0,378334.0,1,0
412,Fully Paid,66572.0,Short Term,747.0,785707.0,2,Home Mortgage,Other,13618.82,8.3,7.0,0,16302.0,132990.0,0,0
413,Fully Paid,462792.0,Short Term,749.0,2207743.0,10,Home Mortgage,Debt Consolidation,19869.63,24.3,11.0,0,710334.0,1815682.0,0,0
414,Fully Paid,222574.0,Short Term,726.0,1172718.0,3,Home Mortgage,Debt Consolidation,19798.95,25.7,11.0,0,81396.0,1847802.0,0,0
415,Charged Off,752004.0,Long Term,726.0,1172718.0,10,Home Mortgage,Debt Consolidation,21714.15,20.1,11.0,0,572356.0,864028.0,0,0
416,Charged Off,445632.0,Long Term,680.0,877059.0,10,Rent,Home Improvements,12205.6,33.5,9.0,0,344584.0,701206.0,0,0
417,Charged Off,219054.0,Short Term,723.0,1067154.0,9,Home Mortgage,Debt Consolidation,24455.66,15.4,8.0,0,100814.0,130284.0,0,0
418,Fully Paid,132616.0,Short Term,743.0,1527144.0,10,Home Mortgage,Debt Consolidation,40342.32,22.4,16.0,0,159030.0,814770.0,0,0
419,Fully Paid,590986.0,Long Term,613.0,1156511.0,3,Rent,Debt Consolidation,22060.52,14.1,11.0,0,268926.0,331254.0,0,0
420,Fully Paid,96800.0,Short Term,712.0,371564.0,3,Rent,Debt Consolidation,6874.01,14.1,14.0,0,177688.0,340054.0,0,0
421,Fully Paid,43054.0,Short Term,747.0,490713.0,2,Rent,Debt Consolidation,8346.32,21.7,10.0,0,75962.0,240988.0,0,0
422,Fully Paid,88374.0,Short Term,726.0,1172718.0,2,Rent,Debt Consolidation,18904.81,15.8,14.0,1,50996.0,260128.0,1,0
423,Fully Paid,483098.0,Long Term,698.0,1467978.0,3,Home Mortgage,Debt Consolidation,33396.3,16.3,43.0,0,719283.0,1091552.0,0,0
424,Charged Off,244398.0,Short Term,726.0,1172718.0,4,Home Mortgage,Other,4844.24,13.3,7.0,0,190456.0,371250.0,0,0
425,Charged Off,423676.0,Short Term,726.0,1172718.0,4,Home Mortgage,Debt Consolidation,97671.02,19.7,22.0,0,676951.0,917840.0,0,0
426,Fully Paid,215138.0,Short Term,726.0,1172718.0,10,Home Mortgage,Debt Consolidation,11380.24,18.1,9.0,1,289199.0,350636.0,1,0
427,Fully Paid,782408.0,Short Term,726.0,1172718.0,2,Home Mortgage,Debt Consolidation,69227.64,33.4,12.0,0,246658.0,531828.0,0,0
428,Fully Paid,257554.0,Short Term,732.0,885096.0,8,Rent,Debt Consolidation,11211.14,21.6,4.0,0,197239.0,302478.0,0,0
429,Fully Paid,268752.0,Short Term,747.0,812364.0,3,Home Mortgage,Debt Consolidation,6654.56,15.3,9.0,0,278103.0,615692.0,0,0
430,Fully Paid,147400.0,Short Term,745.0,2314428.0,4,Rent,Debt Consolidation,20058.3,19.8,8.0,0,40603.0,528198.0,0,0
431,Fully Paid,263428.0,Short Term,726.0,1172718.0,7,Home Mortgage,Debt Consolidation,12417.64,13.6,5.0,1,82023.0,412984.0,1,0
432,Fully Paid,444400.0,Short Term,726.0,1172718.0,1,Rent,Debt Consolidation,1367.24,9.0,7.0,0,57494.0,443806.0,0,0
433,Fully Paid,387288.0,Short Term,740.0,2489988.0,1,Rent,Debt Consolidation,18571.17,11.1,12.0,0,167276.0,430408.0,0,0
434,Fully Paid,682858.0,Short Term,726.0,1172718.0,10,Rent,Debt Consolidation,33470.4,29.5,7.0,0,482771.0,746306.0,0,0
435,Fully Paid,234762.0,Short Term,731.0,784833.0,2,Rent,Debt Consolidation,5958.21,14.1,4.0,1,88122.0,123398.0,1,0
436,Fully Paid,107844.0,Short Term,726.0,1172718.0,8,Home Mortgage,Debt Consolidation,16912.47,31.3,12.0,0,239058.0,423896.0,0,0
437,Charged Off,259754.0,Long Term,726.0,1172718.0,10,Rent,Debt Consolidation,21872.04,13.1,13.0,0,209551.0,441144.0,0,0
438,Fully Paid,264836.0,Long Term,703.0,1277066.0,9,Home Mortgage,Medical Bills,14473.44,17.2,7.0,0,40280.0,249370.0,0,0
439,Fully Paid,223102.0,Short Term,724.0,1965322.0,4,Rent,Debt Consolidation,20799.68,31.0,4.0,0,233472.0,299046.0,0,0
440,Fully Paid,748154.0,Short Term,668.0,7669160.0,5,Rent,Other,12078.87,20.9,7.0,1,46721.0,314556.0,1,1
441,Fully Paid,434896.0,Long Term,723.0,1032878.0,8,Rent,Debt Consolidation,20657.56,18.6,12.0,1,313595.0,459052.0,1,0
442,Fully Paid,156552.0,Short Term,720.0,1840397.0,10,Home Mortgage,Debt Consolidation,31440.25,19.1,10.0,0,258400.0,406538.0,0,0
443,Fully Paid,132000.0,Short Term,713.0,440895.0,4,Home Mortgage,Debt Consolidation,6797.06,11.9,11.0,0,207347.0,301246.0,0,0
444,Fully Paid,358116.0,Long Term,721.0,1507783.0,3,Home Mortgage,vacation,34679.18,19.0,7.0,0,760399.0,928774.0,0,0
445,Fully Paid,224598.0,Short Term,726.0,1172718.0,5,Home Mortgage,Other,16325.94,30.5,22.0,1,107616.0,2009788.0,0,1
446,Charged Off,526460.0,Long Term,688.0,1041979.0,3,Home Mortgage,Debt Consolidation,28306.96,30.8,20.0,0,157434.0,197494.0,0,0
447,Fully Paid,608014.0,Short Term,709.0,1067686.0,6,Home Mortgage,Business Loan,16460.08,18.1,7.0,0,88084.0,352946.0,0,0
448,Charged Off,435864.0,Long Term,726.0,1172718.0,9,Rent,Debt Consolidation,15429.9,17.3,19.0,0,338485.0,928730.0,0,0
449,Fully Paid,436524.0,Long Term,726.0,1172718.0,10,Home Mortgage,Debt Consolidation,11100.18,20.0,17.0,0,364192.0,2652232.0,0,0
450,Charged Off,288354.0,Long Term,618.0,2298696.0,10,Home Mortgage,Other,33331.13,15.5,18.0,0,657913.0,1429230.0,0,0
451,Fully Paid,132462.0,Short Term,691.0,781736.0,10,Home Mortgage,Debt Consolidation,4156.06,15.6,4.0,1,82517.0,203302.0,1,0
452,Fully Paid,306482.0,Short Term,740.0,1134414.0,10,Rent,Debt Consolidation,22688.28,19.6,12.0,0,194389.0,389400.0,0,0
453,Fully Paid,246620.0,Long Term,726.0,1172718.0,10,Rent,Debt Consolidation,12994.86,32.2,9.0,0,202559.0,264110.0,0,0
454,Fully Paid,327866.0,Short Term,726.0,1359108.0,8,Own Home,Debt Consolidation,5742.18,16.2,11.0,0,164958.0,427306.0,0,0
455,Fully Paid,110044.0,Short Term,729.0,1478637.0,5,Rent,Debt Consolidation,27601.49,17.0,16.0,0,364933.0,523600.0,0,0
456,Fully Paid,131560.0,Short Term,740.0,1488479.0,4,Own Home,Buy a Car,36467.65,21.9,25.0,0,295317.0,697818.0,0,0
457,Fully Paid,757768.0,Long Term,739.0,4674475.0,9,Rent,Debt Consolidation,71285.72,16.0,12.0,0,475133.0,883058.0,0,0
458,Fully Paid,109714.0,Short Term,744.0,1629744.0,4,Own Home,Debt Consolidation,4875.59,14.5,6.0,0,188423.0,571142.0,0,0
459,Fully Paid,111980.0,Short Term,722.0,1160520.0,10,Home Mortgage,Other,28916.29,22.5,9.0,0,320131.0,685168.0,0,0
460,Charged Off,248402.0,Short Term,726.0,1172718.0,3,Home Mortgage,Debt Consolidation,7943.52,9.5,11.0,0,261991.0,369512.0,0,0
461,Fully Paid,774246.0,Short Term,736.0,2838543.0,7,Home Mortgage,Debt Consolidation,40685.84,20.1,15.0,0,752590.0,1158784.0,0,0
462,Fully Paid,130152.0,Short Term,726.0,1172718.0,4,Home Mortgage,Home Improvements,9727.62,21.3,6.0,0,109972.0,436084.0,0,0
463,Fully Paid,351714.0,Short Term,740.0,837235.0,8,Home Mortgage,Debt Consolidation,6551.2,9.5,6.0,0,204858.0,422092.0,0,0
464,Fully Paid,110462.0,Short Term,738.0,1526384.0,5,Rent,Debt Consolidation,5075.28,23.4,6.0,0,175864.0,245344.0,0,0
465,Fully Paid,266926.0,Short Term,749.0,922127.0,6,Home Mortgage,Debt Consolidation,10066.58,38.3,17.0,0,234346.0,673332.0,0,0
466,Charged Off,48884.0,Short Term,726.0,1172718.0,9,Rent,Other,7996.72,13.8,11.0,0,157472.0,224554.0,0,0
467,Charged Off,560956.0,Short Term,664.0,1637059.0,5,Rent,Debt Consolidation,44746.33,17.6,13.0,0,380779.0,567446.0,0,0
468,Fully Paid,337150.0,Long Term,721.0,1119936.0,6,Rent,Debt Consolidation,15959.05,12.5,9.0,0,166573.0,484594.0,0,0
469,Charged Off,225082.0,Short Term,726.0,1172718.0,8,Own Home,Debt Consolidation,26566.56,32.4,18.0,0,130568.0,1511884.0,0,0
470,Fully Paid,447172.0,Short Term,726.0,1172718.0,8,Own Home,Debt Consolidation,21546.38,16.5,12.0,0,673512.0,1830642.0,0,0
471,Fully Paid,156090.0,Short Term,706.0,1872260.0,10,Rent,Debt Consolidation,25275.51,18.5,8.0,0,541386.0,698060.0,0,0
472,Fully Paid,172040.0,Short Term,748.0,670985.0,10,Home Mortgage,Buy House,10847.48,14.7,6.0,0,12901.0,164186.0,0,0
473,Fully Paid,150788.0,Short Term,739.0,2009326.0,1,Rent,Buy House,11787.98,31.0,4.0,0,51338.0,540320.0,0,0
474,Charged Off,225192.0,Short Term,726.0,1172718.0,2,Rent,Business Loan,24796.71,19.7,8.0,0,113487.0,238898.0,0,0
475,Charged Off,214698.0,Short Term,726.0,1172718.0,4,Own Home,Debt Consolidation,10241.19,29.9,9.0,0,297540.0,648824.0,0,0
476,Fully Paid,263318.0,Short Term,738.0,707085.0,1,Rent,Debt Consolidation,12962.94,14.8,10.0,0,232940.0,451770.0,0,0
477,Fully Paid,177584.0,Short Term,726.0,1172718.0,3,Home Mortgage,Debt Consolidation,19631.18,14.5,12.0,1,270104.0,415316.0,1,0
478,Fully Paid,552750.0,Long Term,723.0,954750.0,10,Home Mortgage,Debt Consolidation,3389.41,29.2,12.0,1,169404.0,797390.0,0,1
479,Fully Paid,762454.0,Short Term,695.0,1467484.0,10,Home Mortgage,Home Improvements,10199.01,17.4,6.0,0,129884.0,674454.0,0,0
480,Fully Paid,304062.0,Long Term,636.0,2344600.0,0,Rent,Debt Consolidation,9163.51,14.8,15.0,0,440838.0,743006.0,0,0
481,Fully Paid,230362.0,Long Term,731.0,1013479.0,10,Home Mortgage,Debt Consolidation,24306.7,22.0,16.0,0,542735.0,1114234.0,0,0
482,Charged Off,280588.0,Short Term,726.0,1172718.0,10,Rent,Debt Consolidation,17005.19,15.0,11.0,0,111226.0,163856.0,0,0
483,Fully Paid,87428.0,Short Term,743.0,692474.0,0,Rent,Other,7444.2,10.7,15.0,0,106799.0,464882.0,0,0
484,Fully Paid,397430.0,Long Term,726.0,1172718.0,4,Rent,Debt Consolidation,17517.62,11.4,9.0,0,351177.0,1213828.0,0,0
485,Fully Paid,153868.0,Short Term,741.0,2183043.0,9,Home Mortgage,Debt Consolidation,49482.08,24.0,15.0,0,688655.0,887986.0,0,0
486,Fully Paid,132704.0,Short Term,746.0,1375391.0,0,Rent,Debt Consolidation,12493.07,15.5,11.0,0,129808.0,356158.0,0,0
487,Fully Paid,316998.0,Long Term,702.0,836494.0,10,Rent,Debt Consolidation,19936.7,25.6,17.0,0,293778.0,499532.0,0,0
488,Fully Paid,387904.0,Long Term,726.0,1172718.0,3,Home Mortgage,Debt Consolidation,3782.52,22.1,13.0,1,72238.0,344256.0,1,0
489,Fully Paid,121440.0,Short Term,731.0,749132.0,1,Rent,Debt Consolidation,17479.62,18.6,15.0,0,95456.0,504702.0,0,0
490,Fully Paid,178640.0,Short Term,705.0,1292095.0,10,Rent,Debt Consolidation,12274.95,20.1,4.0,1,140885.0,290246.0,1,1
491,Fully Paid,671836.0,Short Term,707.0,1318695.0,0,Home Mortgage,Debt Consolidation,18022.26,21.1,9.0,0,146965.0,348700.0,0,0
492,Fully Paid,588962.0,Long Term,678.0,1412897.0,0,Home Mortgage,Debt Consolidation,16719.24,18.5,13.0,0,424498.0,785202.0,0,0
493,Fully Paid,175010.0,Short Term,703.0,785973.0,10,Home Mortgage,Debt Consolidation,9890.26,12.1,5.0,0,182115.0,234036.0,0,0
494,Fully Paid,429440.0,Long Term,674.0,1383599.0,10,Home Mortgage,Home Improvements,11760.62,33.5,9.0,0,206853.0,318076.0,0,0
495,Fully Paid,777084.0,Long Term,725.0,3355970.0,4,Home Mortgage,Home Improvements,26623.94,26.7,13.0,0,3276284.0,145907344.0,0,0
496,Fully Paid,109582.0,Short Term,744.0,1514224.0,4,Home Mortgage,Debt Consolidation,10637.34,10.1,7.0,0,23294.0,85382.0,0,0
497,Fully Paid,483604.0,Long Term,731.0,1213853.0,10,Home Mortgage,Debt Consolidation,20938.76,31.3,17.0,0,310802.0,624800.0,0,0
498,Charged Off,341308.0,Short Term,741.0,669503.0,4,Rent,Debt Consolidation,9317.22,11.4,6.0,0,379601.0,646404.0,0,0
499,Fully Paid,152416.0,Short Term,747.0,637241.0,5,Home Mortgage,Debt Consolidation,12521.76,19.8,9.0,1,120118.0,221122.0,1,0
500,Fully Paid,327426.0,Long Term,713.0,3676101.0,10,Home Mortgage,Debt Consolidation,38292.79,29.8,13.0,0,429115.0,661628.0,0,0
501,Charged Off,78298.0,Short Term,726.0,1172718.0,1,Rent,Debt Consolidation,16590.23,9.4,8.0,0,237272.0,282656.0,0,0
502,Fully Paid,77000.0,Short Term,711.0,674044.0,1,Own Home,vacation,9942.32,20.2,5.0,1,70794.0,160710.0,1,0
503,Fully Paid,266068.0,Short Term,726.0,1172718.0,3,Home Mortgage,Home Improvements,2970.46,20.7,13.0,1,97717.0,241758.0,1,1
504,Fully Paid,553916.0,Long Term,594.0,2009174.0,3,Home Mortgage,Debt Consolidation,29451.14,27.8,10.0,0,579443.0,680460.0,0,0
505,Fully Paid,349932.0,Short Term,721.0,3602153.0,10,Home Mortgage,Other,16029.54,20.0,17.0,0,68989.0,275462.0,0,0
506,Charged Off,134992.0,Short Term,728.0,437209.0,2,Rent,Debt Consolidation,9691.33,7.7,5.0,0,102315.0,180048.0,0,0
507,Fully Paid,765226.0,Short Term,726.0,2643508.0,8,Home Mortgage,Debt Consolidation,34806.1,8.6,9.0,0,484937.0,754710.0,0,0
508,Fully Paid,122870.0,Short Term,687.0,2548432.0,4,Home Mortgage,Other,52667.62,13.5,17.0,0,363318.0,585926.0,0,0
509,Fully Paid,131538.0,Short Term,726.0,1172718.0,3,Own Home,Debt Consolidation,15833.08,14.5,12.0,0,35549.0,46068.0,0,0
510,Charged Off,655314.0,Short Term,726.0,1172718.0,10,Home Mortgage,Debt Consolidation,12937.86,22.1,9.0,0,219678.0,325270.0,0,0
511,Fully Paid,77814.0,Short Term,748.0,529967.0,2,Home Mortgage,Debt Consolidation,2534.98,18.0,4.0,1,14383.0,333058.0,0,0
512,Fully Paid,177628.0,Short Term,726.0,1172718.0,4,Own Home,Other,4314.33,10.3,7.0,0,136724.0,286264.0,0,0
513,Fully Paid,262174.0,Long Term,703.0,935655.0,3,Rent,Buy House,8966.67,11.3,8.0,0,104405.0,366322.0,0,0
514,Fully Paid,148214.0,Short Term,747.0,911487.0,5,Home Mortgage,Home Improvements,20424.81,20.5,6.0,0,142766.0,188716.0,0,0
515,Fully Paid,778712.0,Long Term,688.0,3842940.0,10,Home Mortgage,Debt Consolidation,59565.57,25.0,18.0,0,548568.0,771782.0,0,0
516,Charged Off,215776.0,Short Term,729.0,1583992.0,10,Rent,Debt Consolidation,14783.9,10.5,5.0,0,447564.0,720764.0,0,0
517,Fully Paid,755062.0,Long Term,681.0,1769983.0,7,Home Mortgage,Debt Consolidation,27729.74,25.0,15.0,0,228266.0,451044.0,0,0
518,Fully Paid,215974.0,Short Term,716.0,1585455.0,5,Rent,Debt Consolidation,16647.23,15.9,11.0,1,115273.0,364672.0,1,0
519,Fully Paid,328548.0,Long Term,704.0,1172813.0,8,Home Mortgage,Debt Consolidation,16028.4,13.5,7.0,0,350246.0,479930.0,0,0
520,Fully Paid,397738.0,Short Term,736.0,1622106.0,4,Home Mortgage,Debt Consolidation,25413.07,15.9,16.0,0,494836.0,966218.0,0,0
521,Fully Paid,347996.0,Long Term,700.0,686945.0,1,Own Home,Debt Consolidation,3932.81,11.0,7.0,0,164578.0,227678.0,0,0
522,Charged Off,432520.0,Short Term,745.0,1029477.0,10,Home Mortgage,Debt Consolidation,17758.54,15.4,7.0,0,296286.0,536074.0,0,0
523,Fully Paid,776864.0,Long Term,724.0,1380179.0,7,Rent,Business Loan,11593.42,12.8,15.0,0,42750.0,562474.0,0,0
524,Fully Paid,335082.0,Short Term,721.0,1215430.0,0,Home Mortgage,Educational Expenses,13065.92,25.5,13.0,0,351728.0,419848.0,0,0
525,Fully Paid,86988.0,Short Term,726.0,1172718.0,6,Rent,Debt Consolidation,1991.96,10.2,5.0,0,80294.0,245982.0,0,0
526,Charged Off,220286.0,Short Term,734.0,1731242.0,1,Home Mortgage,Home Improvements,29575.4,18.5,5.0,0,105564.0,165198.0,0,0
527,Fully Paid,329142.0,Short Term,726.0,1172718.0,3,Home Mortgage,Debt Consolidation,17811.36,19.8,8.0,0,234308.0,293920.0,0,0
528,Charged Off,329054.0,Short Term,710.0,1136694.0,10,Rent,Debt Consolidation,15819.02,10.9,14.0,0,108091.0,372526.0,0,0
529,Fully Paid,231264.0,Long Term,656.0,433371.0,10,Home Mortgage,Debt Consolidation,7078.45,16.0,9.0,0,331588.0,769428.0,0,0
530,Fully Paid,61358.0,Short Term,726.0,756884.0,10,Own Home,Buy a Car,19048.26,21.5,9.0,0,134615.0,251812.0,0,0
531,Fully Paid,218394.0,Short Term,726.0,1172718.0,9,Home Mortgage,Debt Consolidation,15784.44,13.7,10.0,0,172121.0,878020.0,0,0
532,Charged Off,220396.0,Long Term,680.0,1903420.0,2,Rent,Debt Consolidation,18240.95,15.8,9.0,0,57608.0,66110.0,0,0
533,Charged Off,129074.0,Short Term,726.0,1172718.0,3,Rent,Debt Consolidation,18949.84,6.6,10.0,0,132734.0,236456.0,0,0
534,Charged Off,353782.0,Short Term,646.0,1524313.0,10,Home Mortgage,Debt Consolidation,19816.05,31.8,7.0,0,114399.0,129976.0,0,0
535,Fully Paid,195712.0,Short Term,726.0,1172718.0,5,Rent,Debt Consolidation,25070.69,14.7,18.0,0,154850.0,251130.0,0,0
536,Charged Off,32230.0,Short Term,726.0,1172718.0,2,Rent,Other,5679.1,11.3,6.0,1,52364.0,79464.0,0,0
537,Charged Off,356444.0,Long Term,713.0,1269808.0,10,Home Mortgage,Business Loan,30189.48,22.1,7.0,0,762489.0,955504.0,0,0
538,Fully Paid,111034.0,Short Term,699.0,348707.0,0,Rent,Debt Consolidation,5957.07,12.7,5.0,0,116204.0,190586.0,0,0
539,Fully Paid,389620.0,Short Term,743.0,985530.0,0,Rent,Debt Consolidation,20942.56,13.0,18.0,0,294481.0,538670.0,0,0
540,Fully Paid,782320.0,Long Term,614.0,2374392.0,10,Home Mortgage,Other,61932.02,21.7,14.0,0,363641.0,487344.0,0,0
541,Fully Paid,523292.0,Long Term,713.0,1788945.0,6,Own Home,Debt Consolidation,33542.6,16.8,13.0,0,303601.0,586850.0,0,0
542,Fully Paid,217624.0,Short Term,726.0,1172718.0,6,Rent,Debt Consolidation,10853.94,12.4,7.0,0,107274.0,239338.0,0,0
543,Fully Paid,322740.0,Short Term,726.0,1172718.0,10,Home Mortgage,Debt Consolidation,43985.0,20.7,16.0,1,446329.0,891022.0,1,0
544,Fully Paid,268620.0,Short Term,740.0,5316447.0,10,Own Home,Business Loan,36329.14,27.6,14.0,0,1385062.0,2187922.0,0,0
545,Fully Paid,215622.0,Short Term,743.0,1899430.0,8,Home Mortgage,Debt Consolidation,34189.74,19.4,13.0,0,324235.0,1191806.0,0,0
546,Fully Paid,222112.0,Short Term,741.0,1822328.0,10,Home Mortgage,Debt Consolidation,6499.52,20.0,26.0,0,237595.0,2116224.0,0,0
547,Fully Paid,65714.0,Short Term,726.0,1172718.0,4,Rent,Other,1704.87,14.9,3.0,0,33250.0,120340.0,0,0
548,Charged Off,660924.0,Long Term,726.0,1172718.0,10,Home Mortgage,Debt Consolidation,23848.23,23.6,18.0,0,1964923.0,3321406.0,0,0
549,Fully Paid,484484.0,Short Term,726.0,1172718.0,3,Rent,Debt Consolidation,39551.54,11.9,28.0,0,559056.0,1219086.0,0,0
550,Fully Paid,393382.0,Short Term,726.0,1172718.0,4,Home Mortgage,Debt Consolidation,19400.33,11.0,23.0,0,112765.0,419848.0,0,0
551,Fully Paid,318538.0,Short Term,749.0,1623892.0,8,Rent,Debt Consolidation,5264.14,16.8,6.0,0,213199.0,599192.0,0,0
552,Fully Paid,135014.0,Short Term,741.0,1865591.0,2,Home Mortgage,Home Improvements,37156.21,25.6,8.0,0,313633.0,465586.0,0,0
553,Fully Paid,333036.0,Short Term,727.0,1629858.0,10,Home Mortgage,Debt Consolidation,7904.76,21.0,9.0,0,281979.0,528330.0,0,0
554,Fully Paid,351076.0,Long Term,716.0,758024.0,6,Home Mortgage,Debt Consolidation,8780.47,16.5,8.0,1,97983.0,144892.0,1,0
555,Fully Paid,209462.0,Long Term,669.0,1828009.0,4,Home Mortgage,Home Improvements,29400.6,17.0,7.0,1,23028.0,28666.0,1,0
556,Charged Off,60368.0,Short Term,726.0,1172718.0,10,Home Mortgage,Other,3988.67,37.4,8.0,0,182020.0,470470.0,0,0
557,Fully Paid,329120.0,Long Term,726.0,1172718.0,2,Rent,Debt Consolidation,20890.88,10.8,13.0,0,246373.0,690734.0,0,0
558,Fully Paid,54230.0,Short Term,742.0,842859.0,4,Home Mortgage,Debt Consolidation,9692.85,17.9,20.0,0,65436.0,190872.0,0,0
